Date,HINDUNILVR,EIHAHOTELS,M&M,ITC,MARICO,L&T,JSWSTEEL,ADANIPORTS,BOSCHLTD,DLF
2/9/2022 15:30:00,2277.65,190.53,840.2,230.15,512.2,1888.8,663.05,733.45,16220.1,386.35
2/10/2022 15:30:00,2283.15,189.83,853.05,232.25,507.55,1901,672.55,731.05,16634.85,391.15
2/11/2022 15:30:00,2258,186.95,853.65,232.45,499.3,1871.25,671.4,723.7,16260.25,378.6
2/14/2022 15:30:00,2228.55,175.85,825.05,219.45,489.8,1799,626.55,695.75,15824.15,355.05
2/15/2022 15:30:00,2290.1,181.38,854.6,223,503.15,1876.05,640.65,720.6,16046.55,371.55
2/16/2022 15:30:00,2286.5,183.33,864.25,222.75,500.2,1860.7,638,740.75,15996.65,367.85
2/17/2022 15:30:00,2307.55,181.4,862.25,222.65,506.15,1868.7,638.2,734.2,16003,365.6
2/18/2022 15:30:00,2312.55,178.9,852,221.9,504.75,1883.1,632.85,727.5,15856,359.65
2/21/2022 15:30:00,2294.8,185.9,841.1,218,507.25,1863.95,623.1,711.1,15787,346.5
2/22/2022 15:30:00,2269.95,183.55,853.25,214.85,505.35,1844.45,622,705.55,15970.15,324.35
2/23/2022 15:30:00,2260.4,183.88,850.3,215.95,501,1820.3,614.7,706.7,15951.4,344.2
2/24/2022 15:30:00,2171.4,171.38,795.8,208.5,483.45,1757.35,569.35,654.85,15016.65,320.5
2/25/2022 15:30:00,2170.7,184.23,807.6,213.95,494.85,1777.05,598.6,695.15,15593.3,348.8
2/28/2022 15:30:00,2172.1,185,790.85,215.85,514.7,1816.75,627.45,707.5,15748.8,350.75
3/2/2022 15:30:00,2149.1,186.3,778.35,215.3,512.55,1784.5,644.6,710.3,15518.75,346.85
3/3/2022 15:30:00,2091,186.2,762.05,219.4,511.05,1752.3,654.7,706.7,15170,339.05
3/4/2022 15:30:00,2019.5,181.7,732.3,225.5,501.05,1711.75,631.95,700.15,14731.45,327.6
3/7/2022 15:30:00,1943.95,180.7,690.55,224.95,481.85,1634.45,637.15,677.8,14165.95,313.6
3/8/2022 15:30:00,1949,184.25,700.65,226.9,490.65,1658.5,629.85,688.85,14673.5,329.6
3/9/2022 15:30:00,1997.9,195.53,734.85,229.25,492.6,1690.95,627.15,714.1,14224.2,339.2
3/10/2022 15:30:00,2101.95,193.13,738.85,232,500.8,1728.2,650.75,730.4,14307.65,354.65
3/11/2022 15:30:00,2094.4,192.88,734.8,236.35,507.55,1728.65,669.75,729.45,14213.9,353.75
3/14/2022 15:30:00,2059.3,195.5,743.2,239,507.1,1746.75,664.85,730.55,14022.95,343.4
3/15/2022 15:30:00,2038.2,192.05,761.2,237.85,511.45,1743.45,641.15,721.3,13921.45,341.15
3/16/2022 15:30:00,2072.15,204.25,773.65,242.6,525.45,1756.2,655.25,723.8,14081.6,355.5
3/17/2022 15:30:00,2102.05,207.3,794.4,244.9,524.1,1787.9,685.1,740.1,14585.75,363.05
3/21/2022 15:30:00,2051.2,202.83,783.5,244.5,504.35,1756.3,681.3,735.15,14249,353.9
3/22/2022 15:30:00,1993.5,203.75,785.6,249.75,492.1,1774.05,696.5,739.15,14306.75,358.65
3/23/2022 15:30:00,1978.55,204.45,774.1,252,484.6,1767.25,704.4,733.75,14188.85,356.95
3/24/2022 15:30:00,1965.9,203.23,765.65,254.85,482.4,1771.55,715.1,733.45,14153.8,356.6
3/25/2022 15:30:00,1953,208.28,764.75,253.35,478.1,1751.1,721.35,743.25,14052.85,365.1
3/28/2022 15:30:00,1975.1,233.43,769.25,257.05,474.7,1741.6,730.1,737,14025.8,363.8
3/29/2022 15:30:00,1987.05,226.03,773.35,254.6,482.5,1746.65,753.9,761.95,14107.3,372.95
3/30/2022 15:30:00,2015.9,224.18,793.35,249.2,490,1773.6,717.55,767.4,14458.55,382.85
3/31/2022 15:30:00,2048.65,219,806.55,250.65,503.7,1767.65,732.65,774.2,14438.5,380.45
4/1/2022 15:30:00,2078.15,229.38,826.55,253.3,518.25,1790.1,732.2,785.75,14553.75,385.95
4/4/2022 15:30:00,2128.45,229.38,833.7,255.45,530.1,1826.35,732.7,818.55,14861.3,387.3
4/5/2022 15:30:00,2139.8,222.58,836.55,259.45,543.9,1836.05,733.45,848.05,14894.7,394.2
4/6/2022 15:30:00,2142.05,242.63,827.85,259.6,521.3,1852.8,737.4,849.85,14999.85,398.05
4/7/2022 15:30:00,2164.8,235.73,834.3,256.65,512,1826.3,728.05,817.4,14975.35,401.25
4/8/2022 15:30:00,2183.05,240.4,857.4,267.8,517.8,1830.75,756.6,839.3,15036.5,396.1
4/11/2022 15:30:00,2163.05,238.38,856.85,267.5,519.55,1781.5,767.4,854.55,14956.2,403.2
4/12/2022 15:30:00,2132.25,238.83,860.8,264.8,517.9,1747.7,755.9,844.9,14652.1,393.55
4/13/2022 15:30:00,2152.15,242.83,866.1,269.55,519.7,1760.8,766.35,840.5,14561.95,391.3
4/18/2022 15:30:00,2177.65,234.58,874.1,270.1,517.85,1738.35,767.85,842.7,14573.2,388.85
4/19/2022 15:30:00,2113.05,236.05,872.5,261.55,504.1,1705.75,746.4,819.3,14127.55,377.8
4/20/2022 15:30:00,2164.95,237.93,881.25,259.55,510.65,1691.6,738.85,827.65,14371.3,377.7
4/21/2022 15:30:00,2197.95,247.3,911,260.4,518.2,1714.5,734.2,850.5,14637.45,389.85
4/22/2022 15:30:00,2126.95,242.48,920.65,261.1,523.2,1694.35,723.4,874.15,14501.2,379.7
4/25/2022 15:30:00,2100.75,234.6,904,255.25,515.55,1657.35,715.7,859.55,14160.45,364
4/26/2022 15:30:00,2148.35,233.93,940.15,258.95,530.3,1699.95,721.2,909.5,14521.95,378.8
4/27/2022 15:30:00,2145.1,234.9,926.85,257.5,529.9,1677.05,720.6,887.3,14386.7,375.75
4/28/2022 15:30:00,2241.85,238.85,922.9,261.1,542.6,1719.25,729.1,887.1,14381.2,379.65
4/29/2022 15:30:00,2234.85,233.53,922.1,259.55,521.7,1694.35,727.15,856.4,14491.6,371.85
5/2/2022 15:30:00,2230.5,240.53,921.35,263.15,522.9,1679.45,731.95,856.55,14460.55,367.55
5/4/2022 15:30:00,2171.55,232.35,896.1,259.75,519.55,1633.95,711.55,812.8,14166.15,348.4
5/5/2022 15:30:00,2166.6,217.5,899.05,262.05,519.75,1637.65,707.75,811.35,14147.65,340
5/6/2022 15:30:00,2149.2,216.88,893.85,266.65,503.65,1622.45,690.4,811.4,13848.95,329.15
5/9/2022 15:30:00,2116.65,217.05,895.3,262.95,489.45,1616.15,678.35,792.6,13612.8,327.2
5/10/2022 15:30:00,2180.4,209.95,888.35,259.75,502.05,1607.95,645.3,769.1,13521.35,318.2
5/11/2022 15:30:00,2163.5,206.7,887.05,255.65,501.75,1570.8,648.95,759.9,13394.25,326.25
5/12/2022 15:30:00,2138.8,196.23,865.25,252.9,500.15,1526.15,624.8,713.3,13128.6,322.2
5/13/2022 15:30:00,2194.1,201.03,889.5,258.6,500.05,1534.5,600.45,705.9,13098.7,318.9
5/16/2022 15:30:00,2217.25,199.15,903.35,254.1,495.6,1542.9,602.3,712.5,13209.55,327.35
5/17/2022 15:30:00,2245,207.63,910.8,264.7,503.05,1604.1,641.85,744.75,13629.05,334.1
5/18/2022 15:30:00,2291.4,204.45,913.3,266.8,523.75,1572.5,631.05,759.8,14186.25,324.95
5/19/2022 15:30:00,2264.55,199.23,882.55,275.65,510.5,1547.95,600.2,732.8,13393.65,320.6
5/20/2022 15:30:00,2325.95,206.85,903.8,280,528.55,1610.1,631.1,767.55,14175.15,331.5
5/23/2022 15:30:00,2379.8,194.78,941.9,274.5,531.65,1644.15,547.55,753.55,14162.35,330.9
5/24/2022 15:30:00,2309.65,192.4,946.85,270.85,528.7,1626.3,539.7,752.15,14059.7,324.5
5/25/2022 15:30:00,2298.7,178.43,928.4,272.7,521.8,1574.75,528.45,707.9,13738.85,312
5/26/2022 15:30:00,2280.2,183.23,929.8,266.7,530.15,1564.55,551.7,701.5,13864.9,319.85
5/27/2022 15:30:00,2330.6,185.88,952.85,269.2,526.1,1600.3,548.4,703.1,14185.75,324.55
5/30/2022 15:30:00,2348.95,188.6,998.35,269.05,535.85,1660.85,538.85,734.7,14436.75,346.85
5/31/2022 15:30:00,2353.25,190.6,1034.35,270.65,533.65,1654.5,551.25,739.85,14627.4,345.55
6/1/2022 15:30:00,2308.45,197.6,1047.35,271.85,520.25,1648,569.5,736.9,14537.25,337
6/2/2022 15:30:00,2284.8,201.75,1044.55,273.5,517.75,1637.15,573.4,748.45,14764.9,340.25
6/3/2022 15:30:00,2291.95,198.3,1028.65,272.7,513.45,1652.05,562.45,739.9,14347.3,330.65
6/6/2022 15:30:00,2280.5,199,1035.95,274.8,512.75,1640.2,579,741.25,14370.1,326.85
6/7/2022 15:30:00,2211.6,194.45,1042.55,273.9,498.9,1589.45,572.1,734.55,14121.55,318.75
6/8/2022 15:30:00,2197.05,200.23,1045,267.9,491.3,1584.55,576.15,728.6,14109.4,326.2
6/9/2022 15:30:00,2197.7,200,1045.1,270.85,496.65,1595.1,572.2,735.5,14362.35,324.85
6/10/2022 15:30:00,2199.9,197.7,1036.5,270.15,492.55,1585.1,572.5,726.4,14215.95,322.1
6/13/2022 15:30:00,2196.9,190.98,1004.3,264.65,500.15,1532.05,564,695.25,13860.45,307.7
6/14/2022 15:30:00,2171,182.63,1019.25,265.45,499.8,1544.65,561.9,704.7,13796.9,313.85
6/15/2022 15:30:00,2146.55,185.13,1025.5,263.4,493.8,1560.35,563,703.75,13871.15,317.15
6/16/2022 15:30:00,2146.7,184.5,1005.25,260.7,484.8,1527.4,545.85,681.7,13550.5,304.05
6/17/2022 15:30:00,2110.45,173.8,997.65,263.3,473.4,1489.95,554.6,668.95,13329.75,302
6/20/2022 15:30:00,2195.9,164.18,982.7,264.1,484.9,1471.8,550.35,663.15,13286.2,298.5
6/21/2022 15:30:00,2205,171.13,997.95,269.9,484.9,1500.3,576.2,689.1,13662.2,315.1
6/22/2022 15:30:00,2202.85,167.75,983.8,265.3,481.15,1478.75,550.4,668.3,13437.85,304.3
6/23/2022 15:30:00,2252.6,172.43,1027.7,265.5,476.4,1494.3,558.95,675.3,13821.95,313.4
6/24/2022 15:30:00,2303.9,175.73,1072.05,265.85,482.2,1494.85,567.8,686.4,14266.8,315.8
6/27/2022 15:30:00,2320.65,175.63,1082.7,269.95,482.7,1535.8,571.65,687.75,14593.15,318.05
6/28/2022 15:30:00,2317.65,181.73,1112,271.85,488.6,1551.5,578.4,678.05,14656.7,319.4
6/29/2022 15:30:00,2233.45,182.4,1111.75,274.05,475.8,1547.9,576.05,677.8,15523,318.55
6/30/2022 15:30:00,2230.6,181.48,1093.15,273.5,477.9,1558.25,564.5,672.05,15229.6,312.7
7/1/2022 15:30:00,2282.35,182.63,1107.35,284.35,491.2,1572.15,578.85,677.9,15686.3,323.15
7/4/2022 15:30:00,2375.2,182.48,1091.2,291.9,499.5,1581.7,551.5,682,15938.2,324.75
7/5/2022 15:30:00,2401.5,182.83,1081.95,286.9,492.25,1564.9,552.65,678.75,15634.05,322.1
7/6/2022 15:30:00,2498.4,185.75,1104.55,289.3,498.85,1556.15,554.55,694.35,16107.6,329.6
7/7/2022 15:30:00,2472.95,195.95,1133.3,291.95,499,1611.1,574.6,703.6,16170.65,336.9
7/8/2022 15:30:00,2496.85,200.13,1133.6,293.05,503.75,1687.45,566.2,715.7,16139.5,340.4
7/11/2022 15:30:00,2490.6,203.48,1165.05,295,507.65,1663,577.3,729.2,16554.95,346.15
7/12/2022 15:30:00,2449.55,199.33,1146.65,292.7,500,1653.75,574.45,731.9,16512.9,346.8
7/13/2022 15:30:00,2497.75,199.13,1140.35,294.05,502.25,1647.25,588.6,726.75,16367.35,347.45
7/14/2022 15:30:00,2497.8,196.2,1142.65,290.85,507.3,1646.15,584,724.45,16009.2,348.55
7/15/2022 15:30:00,2568.5,203.6,1172.5,293.55,506.5,1684.85,576.4,730.9,16434.35,353.65
7/18/2022 15:30:00,2553.5,202.28,1163.4,295.3,507.95,1727.65,585.95,739.75,16366.15,353.2
7/19/2022 15:30:00,2567.95,198.75,1186.25,294.6,507.45,1729.8,584.85,749,16407.7,359.85
7/20/2022 15:30:00,2604.5,196.93,1165.65,298.2,513.15,1739.95,590.35,743.55,16387.1,356.4
7/21/2022 15:30:00,2607.45,202.78,1175.15,299.55,525.8,1765.15,587.55,754.25,16375.75,360.6
7/22/2022 15:30:00,2640.6,205.13,1181.1,300.55,531.2,1767.75,582.45,754.25,16828.3,360.15
7/25/2022 15:30:00,2623.6,203.9,1135.85,301.1,521.85,1782.45,585.5,749.95,16508.95,357.35
7/26/2022 15:30:00,2547.1,208.75,1136,302.45,507.9,1751.25,597.75,749.1,16364.55,360.8
7/27/2022 15:30:00,2581.95,207.33,1138.1,304.15,515,1796.65,602.7,760.65,16429.7,368.65
7/28/2022 15:30:00,2620.1,206.9,1149.15,303.45,514.5,1801.25,616.7,764.5,16571.8,382
7/29/2022 15:30:00,2637.4,202.03,1164.45,303.05,518,1808.05,629.6,763.7,17115.8,385.95
8/1/2022 15:30:00,2593,205.05,1237.75,307.5,523.1,1814.7,639.2,801.25,17649.35,384.25
8/2/2022 15:30:00,2635.25,203.73,1254.5,309.95,522.45,1793.05,648.7,802.3,17802.05,376.65
8/3/2022 15:30:00,2626.35,210.85,1253.7,308.15,520.45,1789.8,652.8,807.2,17299.85,372.2
8/4/2022 15:30:00,2627.95,205.23,1261.8,309.5,531.55,1780.1,664.35,807.25,17561.75,367.6
8/5/2022 15:30:00,2645.4,206.05,1235.9,310.85,519.7,1787.45,667.15,810.25,17399.85,367.8
8/8/2022 15:30:00,2650.35,206.85,1276.7,313.15,523.4,1829.65,669.2,801.65,17314.5,370.3
8/10/2022 15:30:00,2642.8,206.55,1268.05,311.2,510.3,1855.15,670.1,790.55,17234.3,368.5
8/11/2022 15:30:00,2613.7,205.18,1266.2,306.25,513.4,1867.15,673.6,792.75,17427.85,372.55
8/12/2022 15:30:00,2594.95,203.55,1259.45,308.55,510.25,1846.45,678.2,788.35,17260.95,372.9
8/16/2022 15:30:00,2644.5,205.05,1288.3,310.55,511.6,1848.9,673.85,824.15,18044.25,379.15
8/17/2022 15:30:00,2684.65,209.88,1274.25,312.55,512.7,1855.7,672.6,824.75,17957.1,380.35
8/18/2022 15:30:00,2682.05,207.93,1261.15,315.65,513.3,1894.55,673.4,833.05,17605.2,389.15
8/19/2022 15:30:00,2634.55,206.4,1239.4,312,515.95,1936.05,664.55,871.8,17376.4,373.7
8/22/2022 15:30:00,2626.7,207.25,1226.7,314.4,514.9,1880.65,642.95,840.25,17089.65,364.8
8/23/2022 15:30:00,2592.75,216.9,1273.1,315.9,513,1877.05,652.85,832.5,17293,368.2
8/24/2022 15:30:00,2588.25,218,1268.3,314.1,523.15,1893.35,651.5,836.3,17260.95,372.05
8/25/2022 15:30:00,2574.2,212.33,1259.65,312.35,517.45,1877.9,648.7,816,17206.2,376.7
8/26/2022 15:30:00,2571.55,213.8,1274.65,312.9,515.6,1905.4,667,837.7,17252.15,380
8/29/2022 15:30:00,2575.8,217.68,1276.8,313.55,523.05,1881.5,649.6,836.4,17059.9,369.9
8/30/2022 15:30:00,2659.85,215.58,1308.7,320.5,525.6,1922.5,666.9,842.15,17540.05,390
9/1/2022 15:30:00,2606,216.33,1312.05,317.6,526.6,1912.95,661.6,837.8,17663.05,398.3
9/2/2022 15:30:00,2603.6,238.73,1315.95,323.15,523.55,1940.5,661.4,851.95,17568.1,395
9/5/2022 15:30:00,2600.6,228.83,1320.55,328.85,520.85,1968.35,681.95,850.9,17591.1,394.1
9/6/2022 15:30:00,2573.1,226.95,1306.4,327.15,520.5,1962.3,684.55,850.35,17457.35,395.25
9/7/2022 15:30:00,2564.6,239.88,1289.7,326.1,522.75,1958.1,684.6,874.9,17309.85,399.4
9/8/2022 15:30:00,2577.15,237.15,1321.9,329.9,521.65,1974.4,685.35,885.05,17244.55,397.2
9/9/2022 15:30:00,2588.7,229.08,1301.25,330.5,521.7,1949.75,686.95,906.85,17181.5,396.9
9/12/2022 15:30:00,2580.4,231.7,1297.05,330.9,522.3,1991.35,691.05,948.8,17484.35,408.75
9/13/2022 15:30:00,2586.6,229.45,1299.85,334.4,523.35,1953.9,692.85,947.85,17519.4,407.2
9/14/2022 15:30:00,2571.4,230.88,1298.05,335.35,534.2,1957.5,689.65,968.55,17341.6,411
9/15/2022 15:30:00,2560.4,229.8,1297.05,334.1,523.7,1920,685.85,938.2,16934.1,389.1
9/16/2022 15:30:00,2528.15,228.23,1250.1,331.3,508.65,1910.7,679.95,959.6,16856.65,385.15
9/19/2022 15:30:00,2579.25,231.08,1288.65,335.6,512.15,1932.7,689,970.25,16872.65,391.95
9/20/2022 15:30:00,2583.55,235.68,1302.95,336,527.25,1895.65,684.85,932.9,16671.7,379.75
9/21/2022 15:30:00,2623.6,235.45,1306.65,340.95,535.3,1888.2,679.35,946.65,16592.6,380.7
9/22/2022 15:30:00,2692.75,233.45,1310.4,345.05,549.45,1856.85,669,913.8,16223.35,369.95
9/23/2022 15:30:00,2682.05,232.53,1272.3,346.4,542.95,1851.45,646.15,863.4,15855.95,352.05
9/26/2022 15:30:00,2660.55,245.65,1236.4,332.6,526.25,1841.2,637,844.2,15809.25,350.75
9/27/2022 15:30:00,2679.25,239.08,1235.75,334.85,536.45,1835.45,616.5,827.1,15659.25,348.75
9/28/2022 15:30:00,2702.1,235.73,1242.4,324.95,547.4,1815.5,618.25,816.4,15670.45,350.6
9/29/2022 15:30:00,2700.55,233.6,1258.35,333.05,538.4,1847.7,631.65,820.65,15814.85,356.7
9/30/2022 15:30:00,2696.45,238.23,1268.2,332.2,537.85,1819.3,623.55,784.4,15618.9,347.85
10/3/2022 15:30:00,2622.5,238.65,1251.35,324.4,529.5,1871.55,643.2,823.05,15905.05,359.1
10/4/2022 15:30:00,2667.95,238.78,1260.35,332.85,526.1,1912.95,674.45,824.1,15945.6,367.35
10/6/2022 15:30:00,2614,241.1,1256.9,336.65,525.1,1924.55,666.05,816.9,15865.35,368.9
10/7/2022 15:30:00,2599.7,242.6,1238.85,334.1,521.3,1909.65,666,808.1,15757.85,366.25
10/10/2022 15:30:00,2605.6,233.3,1243,327.85,514.85,1878.95,642.75,797.35,15572.25,358.5
10/11/2022 15:30:00,2550.65,227.98,1229.55,326.3,506.85,1911.25,651.1,803.9,15660.5,366.85
10/12/2022 15:30:00,2591.35,225.3,1247.9,330.1,508.4,1876.15,648.35,784.75,15543.7,362.55
10/13/2022 15:30:00,2566.4,226.35,1248.2,328.65,515.55,1911.6,640.25,780.1,15467.95,358.7
10/14/2022 15:30:00,2575.8,229.7,1230.3,332.1,511.5,1883.2,631.45,786.2,15568.65,359.4
10/17/2022 15:30:00,2590.55,234.25,1230,332.25,513.95,1918.1,636.75,809.95,15669.65,365.65
10/18/2022 15:30:00,2602.25,249.85,1253.8,340.3,515.85,1904.9,625.9,805.05,15676.55,370.3
10/19/2022 15:30:00,2583,243.53,1248.4,346.35,517,1904.15,628.4,820.05,15772.8,373.4
10/20/2022 15:30:00,2600.9,240.53,1250,349.7,523.85,1876.75,622.05,801.65,15555.7,369.8
10/21/2022 15:30:00,2653.9,243.1,1256.75,345.6,519.15,1949.1,644.35,800.35,15646.35,369.75
10/25/2022 15:30:00,2505.4,244.7,1281.4,346.3,516.4,1964.05,679.6,821.25,15743.15,383.5
10/27/2022 15:30:00,2519,241.65,1294.15,345.8,519.45,1975.05,670.4,820.3,16114.4,384.6
10/28/2022 15:30:00,2524.25,248.15,1311.65,345.8,518.95,2023.1,673.95,823.55,16488.6,385.5
10/31/2022 15:30:00,2550.7,251,1348.6,348.7,524.55,2024.45,686.35,841.8,16599.3,389.65
11/1/2022 15:30:00,2551.8,240.55,1354.05,349.5,531.4,2013.3,684.2,833.4,16578.3,385.15
11/2/2022 15:30:00,2518.3,232.18,1352.35,354.65,529.85,2008.7,680.2,833.85,16557.9,384.75
11/3/2022 15:30:00,2546.35,235.7,1335.4,353.7,539.65,2015.1,701.75,862.9,16322.25,387.3
11/4/2022 15:30:00,2520.35,237.73,1338.3,353.6,539.2,2017.65,710,853,16446.2,397.8
11/7/2022 15:30:00,2532.8,234.75,1351.3,353.5,504.9,2003.5,706.55,890.8,17223.6,397.05
11/9/2022 15:30:00,2508.8,235.1,1337.55,360.7,502.25,1977.65,701.05,893.45,16813.4,391.15
11/10/2022 15:30:00,2513.6,230.5,1298.2,356,504.75,2011.1,719,894.5,16768.3,400.55
11/11/2022 15:30:00,2503.05,232.6,1287.1,356.35,499.15,1999.8,719.4,895.05,16821.1,406.5
11/14/2022 15:30:00,2457.8,220.1,1278.15,347.2,499.55,1996.55,722.35,906.9,16890.5,405.45
11/15/2022 15:30:00,2457.5,215.68,1291.7,345.25,497.95,2003.6,708.25,887.35,16674.75,401.25
11/16/2022 15:30:00,2477.85,215.68,1286.7,344.1,493.4,2029.55,708.6,890.85,16703.3,402.9
11/17/2022 15:30:00,2460,211.3,1259.35,343.7,488.3,2024.45,708.2,888.9,16535.6,400.4
11/18/2022 15:30:00,2483.7,213.95,1227.15,341.05,486.1,2011.45,696.55,871.6,16357.35,394.7
11/21/2022 15:30:00,2501.4,210.55,1218.25,337.2,489.5,2029.8,708.25,882.45,16422.15,390.7
11/22/2022 15:30:00,2515.7,217.18,1228.45,340.25,486,2025,720.55,873.6,16647.65,391.6
11/23/2022 15:30:00,2507.35,214.15,1235.7,339.8,490.6,2052.2,725.95,876.65,16638.3,392.15
11/24/2022 15:30:00,2549.15,225.73,1254.05,340.75,489.5,2062.75,726.2,879.6,16936.6,396.6
11/25/2022 15:30:00,2537.45,220.23,1260.8,340.3,486.25,2064.45,715.65,878.6,16973.6,395.2
11/28/2022 15:30:00,2525.2,218.73,1250.7,340.05,486.45,2050.55,732.55,878.2,16795.2,392.55
11/29/2022 15:30:00,2634.2,228.95,1257.1,342.3,502.4,2074.85,743.4,881,17004.4,402.65
11/30/2022 15:30:00,2684.35,238.63,1305.6,340,507.35,2104.25,746.3,890.55,17038.4,412.7
12/1/2022 15:30:00,2662.85,231.63,1293.45,339.55,501.5,2085.5,743.05,888.2,17143.3,410.75
12/2/2022 15:30:00,2615.1,229.58,1264.6,337.15,503.85,2085.6,756.6,893.15,17198.7,417.25
12/5/2022 15:30:00,2619.85,228.05,1259.8,336.75,500.95,2093.5,746.75,896.45,17286.25,414.4
12/6/2022 15:30:00,2654.55,228.95,1263.05,337.3,502.15,2124,738.15,886.75,17089.5,408.5
12/7/2022 15:30:00,2707.35,235.43,1266.6,340.1,510.45,2167.7,744.7,892.9,17454.8,404.95
12/8/2022 15:30:00,2705.45,233.25,1274.35,338.4,510.5,2154.05,740.4,890.75,17516.8,402.25
12/9/2022 15:30:00,2722.25,231.88,1265.4,341.4,523.75,2163.7,740.85,881.3,17384.05,402.7
12/12/2022 15:30:00,2717.25,230.55,1264,343.2,533.75,2172.9,744.25,894.8,17577.7,400.35
12/13/2022 15:30:00,2710.3,231.98,1283.35,345.6,528,2195.45,757.95,900.55,17586.75,407.2
12/14/2022 15:30:00,2684.65,226.65,1286.45,345.4,525.1,2177.55,743.35,883.95,17664.25,399.7
12/15/2022 15:30:00,2663.25,224.28,1286.95,338.85,519.15,2175,743.45,860.45,17470.2,393.65
12/16/2022 15:30:00,2671.3,222.4,1251.6,335.1,514.2,2184,749.45,892.85,17529.85,396.6
12/19/2022 15:30:00,2718.1,219.9,1290.65,340.5,525.45,2163.25,745.8,884.25,17601.2,389.35
12/20/2022 15:30:00,2674.55,212.6,1275.25,340.15,526.1,2146.3,743.1,857.65,17410.2,380.45
12/21/2022 15:30:00,2666.2,204.93,1265.7,335.15,521.7,2109.95,737.55,856.9,17243.75,377.85
12/22/2022 15:30:00,2645.35,190.75,1233.95,332.45,522.35,2062.75,727.85,794.1,16849.45,357
12/23/2022 15:30:00,2621.1,203.45,1224.6,326.7,515.55,2091.05,732.2,806.05,17281.15,370.75
12/26/2022 15:30:00,2617.45,204.95,1237.05,334.6,518.45,2124.1,764.95,817.15,17221.55,371.25
12/27/2022 15:30:00,2593.25,209.13,1234.25,333.15,518.9,2121.1,761.7,810.35,17289.25,372.15
12/28/2022 15:30:00,2583.6,205.15,1252.35,334.4,519.2,2110.9,769.4,819.55,17087.05,373.45
12/29/2022 15:30:00,2568.05,211.05,1262.35,335.35,515.4,2085.8,768.05,818.1,17264.2,375
12/30/2022 15:30:00,2561.05,214.35,1249.2,331.55,509.85,2089.45,775.3,822.3,17169.65,380.15
1/2/2023 15:30:00,2558.4,214.43,1262.85,332.85,506.25,2088.95,767.9,820.45,17133.75,380.05
1/3/2023 15:30:00,2542.05,212.48,1249.3,331.1,510.6,2070.55,736.3,810,16857.4,371.85
1/4/2023 15:30:00,2536.1,211.85,1236.2,327,506.15,2087.35,750.7,819.6,17006.7,372.75
1/5/2023 15:30:00,2583.7,208.13,1252.65,333.45,515.5,2086.55,728.35,806.1,17065.7,369.75
1/6/2023 15:30:00,2576.45,209.75,1264.9,335.05,513.05,2121.7,742.35,816.65,17221.3,373.95
1/9/2023 15:30:00,2624.05,206.45,1310.35,338.05,514.95,2106.65,745.2,796.4,17405.7,373.05
1/10/2023 15:30:00,2643.85,207.75,1314.9,333.4,510.05,2125.35,754.2,796.45,17350.95,372.1
1/11/2023 15:30:00,2593.25,206.5,1312.6,331.8,500.3,2159.75,763.45,792.95,17379,374.9
1/12/2023 15:30:00,2590.05,206.93,1319.9,329.85,501.6,2153.4,768.5,794.65,17332.9,377.05
1/13/2023 15:30:00,2624,205.9,1328.15,328.75,496.55,2137.2,759.2,787.05,17089,373.75
1/16/2023 15:30:00,2597.1,205.63,1315.6,330.2,498.05,2213.1,757.5,784.75,16999.05,375.4
1/17/2023 15:30:00,2667.55,203.95,1320.85,332.25,508.25,2266.5,767.15,786.5,17063,376.4
1/18/2023 15:30:00,2686.2,201.55,1322.15,334.65,508.05,2273.1,760.05,776.05,17140.7,375.4
1/19/2023 15:30:00,2649.75,200.78,1319.55,332.15,501.35,2249.95,741.45,774.45,16954.55,369.3
1/20/2023 15:30:00,2548.75,200.33,1314.75,334.6,505.2,2233.5,733.95,769.05,16926.1,369.55
1/23/2023 15:30:00,2596.4,196.85,1328.45,337.75,503.95,2207.5,722.05,761.2,17049.5,364.9
1/24/2023 15:30:00,2600.5,194.85,1323.9,338.95,503.4,2174.7,724.65,713.15,16720.35,352.05
1/25/2023 15:30:00,2622.35,186.58,1311.5,339.25,505.4,2159.85,721.35,596.95,16696.1,355.95
1/27/2023 15:30:00,2612.15,191.8,1320.2,346,503.8,2112.9,701.7,597,16590.7,353.15
1/30/2023 15:30:00,2568.15,195.7,1331.6,344.8,504.25,2124.4,716.45,612.65,17028.6,356.05
1/31/2023 15:30:00,2576.75,199.33,1378.75,352.35,498.1,2145.55,729.7,495.15,17118.05,349
2/1/2023 15:30:00,2574.25,194.25,1352.05,361.4,505.35,2144.9,727.4,462.45,17168.7,354.5
2/2/2023 15:30:00,2634.85,189.28,1352.4,378.6,499.7,2166.55,731.85,498.85,17415.45,353.5
2/3/2023 15:30:00,2648.75,193.7,1388,380.65,493.9,2156.1,711.05,545.45,17449.55,353.9
2/6/2023 15:30:00,2637.6,188.33,1376,383.4,504.7,2165.3,714.1,553.15,17414.9,357.15
2/7/2023 15:30:00,2601.2,198.15,1366.7,373.25,497.6,2130.85,731.95,599.25,17447.45,360.3
2/8/2023 15:30:00,2582.8,208.23,1373.05,375.55,500.9,2147.4,723.75,582.3,17524.8,356.7
2/9/2023 15:30:00,2586.7,204.3,1372.2,374.25,494.2,2163.85,718.95,583.95,17499,361.5
