Date,HINDUNILVR,EIHAHOTELS,M&M,ITC,MARICO,L&T,JSWSTEEL,ADANIPORTS,BOSCHLTD,DLF
2/10/2023 15:30:00,2577.5,205.85,1365.45,371.35,495.15,2203.3,718.05,553.7,17408.1,357.9
2/13/2023 15:30:00,2581,202.38,1353,374.2,492,2191.65,723.85,565.1,17412.4,353.95
2/14/2023 15:30:00,2579.6,205.98,1363.15,386.45,494.1,2175.05,727.15,569.05,17855.25,361
2/15/2023 15:30:00,2548.45,209.15,1379.35,382.2,493.35,2178.3,727.95,577.2,18135.25,371.7
2/16/2023 15:30:00,2527.1,200.4,1368.15,382.55,494.55,2226.35,728.4,578.65,18014.55,364.55
2/17/2023 15:30:00,2515.5,197.53,1341.5,383.4,489.5,2225.5,723.35,579.7,18183.35,364.6
2/20/2023 15:30:00,2511.45,198.05,1346.25,384.05,489.05,2229.45,720.1,583.2,18476.3,357.5
2/21/2023 15:30:00,2516.15,195.5,1351.85,382.25,500.4,2194.75,699.95,547.1,18311.95,348.6
2/22/2023 15:30:00,2494.05,198.58,1319.75,383.85,503.75,2159.15,701.3,551.85,18312.7,342.9
2/23/2023 15:30:00,2490.65,198.05,1313.95,387.6,501,2134.05,685,558.9,17810.3,346.05
2/24/2023 15:30:00,2484.2,190.93,1280.2,385.1,498.8,2113.7,680.5,562,17878.35,349.95
2/27/2023 15:30:00,2468.15,190.63,1257.4,382.2,490.1,2109.15,667.2,592.45,17996.25,351.65
2/28/2023 15:30:00,2460.65,196.15,1269.6,376.7,491.9,2115.3,676.7,602.1,18302.25,355.65
3/1/2023 15:30:00,2466.25,194.6,1272.15,378.7,495.95,2121.6,675.1,622.9,18180.25,355.3
3/2/2023 15:30:00,2455.35,195.85,1251.55,375.55,499,2152.05,682.3,684.65,17983.75,360.25
3/3/2023 15:30:00,2471,196.13,1268.6,384.95,499.5,2141.15,674.25,690.75,18095.85,359.85
3/6/2023 15:30:00,2484.85,204.18,1270.45,388.15,500.95,2170.8,675.4,712.05,18723.95,363.05
3/8/2023 15:30:00,2485.1,208.8,1289.95,392.4,496.45,2193.2,680.2,697.25,18470.85,357.1
3/9/2023 15:30:00,2461.4,206.08,1248.15,387.5,492.85,2157.85,679.4,697.8,18389.3,350.05
3/10/2023 15:30:00,2465.45,207.85,1226.7,388,496.6,2133.85,675.6,681.2,17966.1,342.7
3/13/2023 15:30:00,2455.1,205.58,1193.45,383.65,490.75,2144.2,672.05,654.5,18002.75,347.1
3/14/2023 15:30:00,2442.45,204,1160.8,379.7,485.25,2176.65,679.65,679.35,18043.6,345.45
3/15/2023 15:30:00,2406.1,203.35,1160.35,379.4,485.6,2173.6,662.4,679.6,18118.35,360.05
3/16/2023 15:30:00,2459.35,203.2,1167.05,381.45,488.6,2195.75,676.4,680.35,18113.6,375.25
3/17/2023 15:30:00,2447.4,200.38,1171.5,375.55,486.1,2177.55,668.15,666.75,18139.3,369.9
3/20/2023 15:30:00,2511.2,198.23,1167.65,378.8,482.3,2208.45,665.75,664.8,18369.75,367.45
3/21/2023 15:30:00,2462.6,202.3,1160.3,376.95,481.85,2213.95,662.25,657.15,18424.2,368.75
3/22/2023 15:30:00,2476.35,198.18,1164.1,377.75,483.85,2206.65,667.8,654.95,18427.8,367.65
3/23/2023 15:30:00,2485.1,197.55,1164.95,380.65,479.35,2166.15,657.8,638,18452.65,354.25
3/24/2023 15:30:00,2480.8,195.05,1150.8,378.7,477.2,2154,658.85,629.1,18341.85,348.8
3/27/2023 15:30:00,2499,193.33,1137.9,380.2,479.75,2133.6,660,593.4,18532.2,348.65
3/28/2023 15:30:00,2482.8,209.45,1128.3,379.75,479.3,2147.45,678.9,636.65,18977.15,352.55
3/29/2023 15:30:00,2530.85,208.65,1144.3,382.75,472.25,2164.2,688.1,631.9,19369.9,356.7
3/31/2023 15:30:00,2560.35,210.93,1158.7,383.5,479.8,2170.15,682.2,627.8,19434.25,361.55
4/3/2023 15:30:00,2536.1,212.08,1169.9,378.9,479.7,2257.75,686.55,636.75,19142.6,367.05
4/5/2023 15:30:00,2582.75,208.98,1155.45,386.4,482.4,2274.25,682.7,641.6,18795,382.9
4/6/2023 15:30:00,2565.25,216.55,1171.25,387.35,479.3,2309.7,688.5,652,18542.8,405.5
4/10/2023 15:30:00,2532.15,213.4,1188.6,388.55,480.5,2301.5,713.6,653.95,18604.75,405.3
4/11/2023 15:30:00,2547.75,219.45,1201.7,396,479.9,2288.5,718.25,657.75,18765.5,406.55
4/12/2023 15:30:00,2528.95,224.05,1207.35,393.55,477.3,2258.75,720.65,661.65,18907.05,413.15
4/13/2023 15:30:00,2536.2,224.88,1204.55,395.6,476.8,2214,721.2,664.7,18885.2,415.35
4/17/2023 15:30:00,2551.85,221.15,1212.95,400.15,479.45,2216.6,719.35,658.55,18814.25,423.85
4/18/2023 15:30:00,2541.05,226,1204.7,398.5,480.1,2219.6,722.35,658.4,18686.2,421.7
4/19/2023 15:30:00,2531.6,225.88,1215.5,398.75,468.15,2232.75,715.8,666.1,18740.55,414.45
4/20/2023 15:30:00,2492.6,231.9,1218.6,400.3,471.75,2215.2,710.65,661.6,18766.95,406.05
4/21/2023 15:30:00,2497.95,232.33,1212.75,408.25,473.25,2228.9,720.35,671.3,18732.15,411.15
4/24/2023 15:30:00,2499.75,230.75,1207.75,408.7,474.95,2247.95,725,671.45,18776.35,410.15
4/25/2023 15:30:00,2490.45,233.85,1209.85,411.55,489.75,2276.15,723.45,664.7,18961.1,416.6
4/26/2023 15:30:00,2510.8,233.3,1213.55,412.25,496.95,2305.6,732.1,659.75,19117.8,421.65
4/27/2023 15:30:00,2468.95,239.6,1224,416,497.9,2364.4,725.3,681.3,19371.85,426.2
4/28/2023 15:30:00,2457.3,236.08,1226.9,425.55,496.4,2384.45,737.9,681.5,19798.3,424.25
5/2/2023 15:30:00,2451.7,241.28,1237.3,424.45,499.85,2356.3,732.45,669.65,19317.6,427.55
5/3/2023 15:30:00,2486,244.03,1235.45,427.15,502.5,2356.9,738.7,679.75,19193.25,424.8
5/4/2023 15:30:00,2506.75,239.35,1231.7,424.6,497.3,2377.5,733.35,683.9,19324.85,427.2
5/5/2023 15:30:00,2500.75,241.73,1211.2,428.75,493.6,2365.4,732.8,685.1,19311.65,436.35
5/8/2023 15:30:00,2516.3,243.53,1231.8,431.45,530.7,2374.35,724.6,690.5,19226.35,432
5/9/2023 15:30:00,2515.8,241.63,1245.45,423.8,536.9,2364.45,724.35,691,19354.75,434.25
5/10/2023 15:30:00,2522.7,240.73,1248.65,425.35,533.45,2242.15,710.6,708.8,19473.9,432.8
5/11/2023 15:30:00,2592.4,241.33,1251.3,420.4,542.6,2221.1,702.65,700,18978.3,435.95
5/12/2023 15:30:00,2623.4,248.63,1275.95,420.45,541.5,2246.85,705.55,694.05,19229.05,468.15
5/15/2023 15:30:00,2662.25,251.75,1285.65,427.8,536.9,2227.2,702.75,687,19007.7,471.75
5/16/2023 15:30:00,2675.9,245.08,1262.45,423.95,536.15,2219.6,695.1,684.6,19135.65,469.85
5/17/2023 15:30:00,2661.75,252.38,1263.1,427.6,526.85,2188.2,692.05,664.95,19014.55,459.95
5/18/2023 15:30:00,2627.55,250.28,1245.5,419.7,532.8,2190.05,693.85,688.1,18884.2,471.9
5/19/2023 15:30:00,2641.45,242.05,1260.4,419.85,525.75,2216.6,704.6,729.7,18830.2,478.15
5/22/2023 15:30:00,2638.1,235.5,1265.55,424.75,530.25,2197.65,704.1,734.05,18854.55,467.85
5/23/2023 15:30:00,2628.3,239.93,1268.55,429.15,526.95,2185.15,696,718.25,18751.25,465.5
5/24/2023 15:30:00,2614.95,245.88,1275.7,433.5,530.9,2204.7,696.65,724.5,18781.15,477.25
5/25/2023 15:30:00,2597.25,244.83,1277.8,441.15,528.4,2218.45,701.7,726.85,18941.7,478.1
5/26/2023 15:30:00,2652.35,238.58,1281.85,443.6,544.1,2224.55,702.2,737.5,18296,482.65
5/29/2023 15:30:00,2650.3,237.25,1330.15,449.1,544.15,2210.8,704.6,734.05,18540.9,474.6
5/30/2023 15:30:00,2656.55,239.58,1328.45,449.9,541.6,2205.65,696.3,738.85,18568.4,474.9
5/31/2023 15:30:00,2667.55,246.1,1319,445.5,543.05,2207.8,693.85,732.05,18602,477.2
6/1/2023 15:30:00,2697.9,247.4,1318.9,439.7,556.3,2234.55,706.6,736.6,18751,489.3
6/2/2023 15:30:00,2716.7,251.48,1341.4,443.4,549.45,2268.3,712.15,738.8,18872.65,489.25
6/5/2023 15:30:00,2695.8,252.73,1395.4,440.65,547.15,2277.95,712.85,745.4,18879.55,494.65
6/6/2023 15:30:00,2691.15,259.13,1411.2,442.8,542.75,2315.5,729.75,743.75,18973.6,495.7
6/7/2023 15:30:00,2716.2,254.83,1406.4,443.95,549.8,2340.3,748.8,736.4,18766.9,484.75
6/8/2023 15:30:00,2679.9,252.7,1381.05,442.9,545.45,2363,748.5,734.95,18758.4,485.2
6/9/2023 15:30:00,2636.2,251.38,1370.65,438.45,533.2,2339.95,747.3,742.1,18994.8,490.6
6/12/2023 15:30:00,2643.45,262.25,1381.4,436.95,538,2354.4,756.65,737.85,19060.1,503.6
6/13/2023 15:30:00,2675.9,261,1373.15,445.4,537.3,2355.05,772.85,739.35,19072.3,503.7
6/14/2023 15:30:00,2698.75,258.88,1378.65,444.5,539.4,2361.3,770.6,739.5,19024.35,490.35
6/15/2023 15:30:00,2689.7,258.75,1392.75,448.1,545.4,2366.8,776.1,747.4,18995.65,496
6/16/2023 15:30:00,2715.65,256.23,1403.85,453.1,548.15,2366.35,771.65,735.65,18943.7,485.35
6/19/2023 15:30:00,2683.25,256.02,1402.55,453.6,534.95,2382,773.15,737.8,19058.65,489.2
6/20/2023 15:30:00,2676.1,256.48,1396.45,452.85,536.1,2394.45,758.75,749.45,19201.7,482.85
6/21/2023 15:30:00,2676.6,259.48,1374.25,447.05,527.15,2416.25,752.35,745.6,18879.3,481.25
6/22/2023 15:30:00,2654.35,263.77,1378.7,447.65,524.25,2389.55,746.5,714.3,18616.95,477.7
6/23/2023 15:30:00,2641.6,260.83,1373.25,444.75,528.5,2377.55,748.8,724.4,18588.4,477.15
6/26/2023 15:30:00,2652.1,266.52,1397.65,445.7,528.7,2388.05,762.5,720.25,18572.6,483.85
6/27/2023 15:30:00,2651.35,265.23,1402.4,445.1,528.85,2421.45,783.4,756.5,18721.45,485.9
6/28/2023 15:30:00,2661.25,260.7,1395,449.35,523,2475.55,784.8,739.25,19042.35,490.55
6/30/2023 15:30:00,2678.15,257.95,1453.6,451.6,530.95,2454.05,794,737.4,19016.05,493.15
7/3/2023 15:30:00,2701.05,256.5,1467.95,463.25,533.25,2461.85,796.65,741.7,19053.6,489.8
7/4/2023 15:30:00,2700,256.58,1464.45,466.35,526.45,2470.8,791.9,742.75,19162.55,499.7
7/5/2023 15:30:00,2755.85,257.43,1475.35,475.1,538.55,2488.6,795.55,740.05,19514.85,513.6
7/6/2023 15:30:00,2757.1,256.55,1548.8,473.9,527.7,2449.35,788.4,718.7,19740.75,502.85
7/7/2023 15:30:00,2698.1,255.28,1564.15,468.4,517.05,2438.75,810.6,720.1,19236.25,501.55
7/10/2023 15:30:00,2656.55,256.75,1551.4,465.85,527.1,2474.55,797.4,729.9,19298.65,499.65
7/11/2023 15:30:00,2684.5,257.77,1569.45,473.15,531.55,2454.95,805.7,724.2,19515.95,492.4
7/12/2023 15:30:00,2673.65,263.4,1570.85,472.3,537.75,2450.15,802.15,717.2,19131.05,492.05
7/13/2023 15:30:00,2654.7,265.68,1566.9,472,533.55,2472.25,804.85,726.1,18901.55,493.15
7/14/2023 15:30:00,2676.9,261.1,1546.55,472.9,539.45,2468.8,798.15,731.05,18969.1,498.05
7/17/2023 15:30:00,2681.7,259.23,1536.3,472.35,531.65,2474.7,790.9,728.15,19183.25,494.8
7/18/2023 15:30:00,2682.8,261.65,1534.7,472.5,530.5,2494.15,791.9,731.4,19101.2,501
7/19/2023 15:30:00,2671.6,259.73,1544.45,478.85,531.85,2489.7,799.05,732.45,19058.4,504.9
7/20/2023 15:30:00,2703.25,255.58,1545.35,492.15,539.15,2586.25,786.45,728.45,18907.65,500.6
7/21/2023 15:30:00,2604,260.68,1523.5,490.45,538.65,2605.25,775.65,735.3,19024.25,493.8
7/24/2023 15:30:00,2580.25,256,1546.85,471.35,535.4,2560.9,800.55,749.25,19019.75,480
7/25/2023 15:30:00,2568.15,256.23,1565.75,462.3,540.6,2646.25,805.45,752.65,19142.2,487.65
7/26/2023 15:30:00,2583.3,257.33,1544.85,472.25,532.7,2660.2,793.75,748.75,18886.25,510.8
7/27/2023 15:30:00,2569.85,255.5,1447.4,465.05,554.05,2649.55,804.15,755.7,18952.85,515.6
7/28/2023 15:30:00,2584.6,249.5,1467.8,468.45,574.35,2681.35,816.75,777.85,18970.3,518.75
7/31/2023 15:30:00,2560.8,248.18,1475.2,465.7,560.55,2666.65,820.9,765.35,18995.85,499.7
8/1/2023 15:30:00,2551.1,243.9,1493.35,464.8,557.7,2622.15,804.25,761.45,18262.25,493.6
8/2/2023 15:30:00,2568.95,240.88,1485.3,460.1,562.8,2598.1,804.45,773.35,18239.7,488.35
8/3/2023 15:30:00,2551.3,246.13,1469.15,456.05,572.35,2626.9,805.95,775.25,18256.7,489.65
8/4/2023 15:30:00,2546,240.35,1464.65,454.95,576.2,2635.9,813.05,791.4,18196.55,489.15
8/7/2023 15:30:00,2569.2,240.13,1526.9,454.9,575.8,2632.2,801.3,784.2,18156.4,488.25
8/8/2023 15:30:00,2565.85,236.48,1499.7,452.35,577.25,2651.6,823.45,791.1,18310.3,485.7
8/9/2023 15:30:00,2552.2,235.35,1534.75,458.65,585.15,2643.5,831.5,802.8,18182.05,490.65
8/10/2023 15:30:00,2536.7,227.78,1545.4,451.75,576.85,2638.5,820.65,801.05,18153.8,482
8/11/2023 15:30:00,2501.8,225.68,1546.45,448.75,576.95,2659.9,799.45,787.15,18099.6,470.95
8/14/2023 15:30:00,2533.1,225.33,1546.85,449.2,568.1,2691.05,795.3,776.1,18185.75,478.05
8/16/2023 15:30:00,2552.6,227.4,1570.6,450.25,559.6,2652.5,789.75,809.65,18210.15,477.7
8/17/2023 15:30:00,2543.25,232,1573.5,441,558.45,2641.95,787.1,835.9,18288.1,474.05
8/18/2023 15:30:00,2554.75,238.45,1552.65,441.65,550.75,2662.25,794.75,858.15,18263.25,481.85
8/21/2023 15:30:00,2562.75,240.38,1538.55,447.8,554.95,2678.8,795.2,854.5,18361.95,480.35
8/22/2023 15:30:00,2565.8,240.43,1550.5,454.25,558.8,2717.6,797.9,825.7,18371.55,480.7
8/23/2023 15:30:00,2574.05,239.78,1542.45,450.45,553.45,2688.15,787.9,822.35,18363.95,483.55
8/24/2023 15:30:00,2581.25,237.75,1542.2,450.9,563.5,2638.4,773.15,806.6,18279.35,475.25
8/25/2023 15:30:00,2563.55,233.33,1520.05,443.35,560.2,2695.35,773,807.45,18530.8,482.4
8/28/2023 15:30:00,2555.7,231.98,1549.25,441.4,558.15,2718.95,782.65,823.55,18628.75,494
8/29/2023 15:30:00,2526.15,240.6,1560.85,440.1,562.5,2709,787.15,818.7,18626.45,500.05
8/30/2023 15:30:00,2531.95,244.68,1583.2,442.8,571.15,2702.7,779.65,792.2,18573.85,504.1
8/31/2023 15:30:00,2505.05,246.95,1575.4,439.7,570.05,2702.1,806.4,799.5,18986.8,503.25
9/1/2023 15:30:00,2504.8,241.78,1591.95,441.05,569.35,2711.1,809.8,801.05,19066.8,513.9
9/4/2023 15:30:00,2501.4,239.7,1576.4,437.5,577.55,2732.95,815.95,804.95,19150.8,521.3
9/5/2023 15:30:00,2507.05,244.05,1571.15,443.1,577.65,2730.45,814.9,807.05,19275.15,519
9/6/2023 15:30:00,2523.5,243.4,1577,447.45,588.25,2846.4,819.3,809.9,19293,530.75
9/7/2023 15:30:00,2507.45,245.05,1565.75,445.9,584.05,2901.6,815.75,825,19403.25,540
9/8/2023 15:30:00,2513.8,246.5,1567.55,442.65,586.65,2894.2,824.25,882.45,19444.5,540.85
9/11/2023 15:30:00,2536.25,240.23,1582.1,447.2,584.45,2944.1,816.2,858.75,19160.35,524.5
9/12/2023 15:30:00,2498.85,236.65,1557.95,451.15,581.25,2906.75,810.7,849.7,19362.1,529
9/13/2023 15:30:00,2506.55,241.53,1536.95,453.5,583.4,2918.6,810.35,849.8,19489.75,537.35
9/14/2023 15:30:00,2500.8,240.23,1566,449.95,580.8,2908.55,812.85,845.65,19664.6,532.4
9/15/2023 15:30:00,2469.7,238.75,1601.1,448.35,580.15,2919.85,808.8,831.25,19586.7,529.4
9/18/2023 15:30:00,2488.65,241.2,1641.45,452.05,582,2890,786.75,818.05,19315.4,522.35
9/20/2023 15:30:00,2466.85,237.05,1634,452.95,574.5,2899.35,778.35,831.1,19187.85,516.9
9/21/2023 15:30:00,2473.35,238.1,1583.25,447.5,574.65,2918.5,774.05,827.05,19119.25,516.55
9/22/2023 15:30:00,2482.45,236.35,1607.15,443.1,573.9,2902.5,779.9,825.65,19105.55,522.1
9/25/2023 15:30:00,2475.85,235.9,1589.45,442.6,578.8,2912.55,779.65,821.35,19143.6,520.3
9/26/2023 15:30:00,2478.95,237.28,1595.2,442.45,582.4,2965.05,779.6,830.7,19218.55,528.7
9/27/2023 15:30:00,2501.75,235.33,1589.2,449.15,583.8,3010,768.1,823.1,19319.75,520.1
9/28/2023 15:30:00,2460.35,231.85,1556.05,440.75,559.8,3023.55,779.6,825.15,19019.7,530.9
9/29/2023 15:30:00,2465.6,241.43,1554.25,444.4,561.65,3073.25,770.25,831.4,18762.85,538.75
10/3/2023 15:30:00,2468.9,239.5,1537.4,439.75,575.7,3027.75,756.6,824.6,18742.35,525.75
10/4/2023 15:30:00,2507.85,241.55,1522.1,436.1,570.85,3096.05,755.5,825.2,18930.45,525
10/5/2023 15:30:00,2519.55,246.73,1537.95,436.05,542.45,3093.7,765.2,830.75,19303.95,548.7
10/6/2023 15:30:00,2499.4,239.13,1548.85,442.15,537.45,3074.7,757.55,790.05,19256.65,540.85
10/9/2023 15:30:00,2511.3,239.55,1515.2,440.45,538.05,3076,771.9,819.5,19717.75,561.75
10/10/2023 15:30:00,2516.2,239.58,1537.85,444.4,536.9,3088.7,777.25,814.85,19698.1,565.3
10/11/2023 15:30:00,2556.4,239.78,1556.3,448.25,536.1,3081.75,783.45,814.95,20455.7,567.05
10/12/2023 15:30:00,2557,238.9,1566.65,450.7,539.55,3089.6,777.25,813.75,20529.45,568.4
10/13/2023 15:30:00,2569.45,240.18,1562.45,448.35,542.2,3101.9,790.7,805.65,20674.05,567.1
10/16/2023 15:30:00,2558.3,237.88,1574.55,448.95,542.85,3066.3,790.15,805.1,20335.3,567.15
10/17/2023 15:30:00,2556.15,237.3,1576.6,453.45,545.6,3045.6,784.4,798.6,20121.1,567.35
10/18/2023 15:30:00,2548.25,236.33,1574.85,451.65,549.15,3054.4,780.45,792.85,20232.25,560.1
10/19/2023 15:30:00,2548.1,233.85,1569.55,450.4,547.1,3012.35,769.4,793.65,20088.7,552.2
10/20/2023 15:30:00,2495.15,225.43,1558.25,438.3,541.6,2958.3,748.95,771.45,19825.6,532.95
10/23/2023 15:30:00,2483.5,226.85,1565.15,435.9,537.1,2916.1,748.3,769.1,19696,530.15
10/25/2023 15:30:00,2477.3,219.28,1569.1,432.7,542.65,2864.6,728.7,770.35,19648.35,522.3
10/26/2023 15:30:00,2476.4,224.85,1506.1,434.35,537.25,2901.9,732,782.4,19742.65,536.15
10/27/2023 15:30:00,2482.05,223.2,1510.8,433.75,537.75,2926.35,734.5,785,19478.1,554.45
10/30/2023 15:30:00,2478.9,223.58,1497.8,430.45,532.2,2929.05,736.35,784.75,19450.95,563.5
10/31/2023 15:30:00,2484,223.6,1458.6,428.4,536.55,2895.3,724.45,769.1,19358.4,574.85
11/1/2023 15:30:00,2472.25,227.53,1454.6,428.1,535.05,2918.1,733.35,774.3,19454.05,577.9
11/2/2023 15:30:00,2486.8,220.58,1469.7,431.15,534.2,2911.25,746.05,795.4,19519.5,595.85
11/3/2023 15:30:00,2509.25,218.78,1469,433.25,528.05,2975.45,754,802.5,19565.1,592
11/6/2023 15:30:00,2497.4,218,1488.3,435.35,534,2961.3,748.6,797.55,19757.7,592.45
11/7/2023 15:30:00,2496.45,219.05,1479.75,432.7,524.45,2996.45,756.7,818.7,19646.95,595.9
11/8/2023 15:30:00,2519.35,218.28,1487.4,436.95,520.35,3024.85,750.85,806.2,19535,600.7
11/9/2023 15:30:00,2476.7,215.9,1552.05,434.4,520.45,3033.25,754.75,808.6,19572.45,606.05
11/10/2023 15:30:00,2486.55,218.8,1524.1,436.55,521.25,3048.5,761.1,809.85,19476.4,608.4
11/13/2023 15:30:00,2478.15,217.78,1540.25,436,521,3064.95,772.85,810.75,19722.4,622.1
11/15/2023 15:30:00,2486.4,217.68,1544.15,441.95,519.1,3051.15,769.15,813.6,20589.15,630.25
11/16/2023 15:30:00,2491.2,223.73,1569.5,438.65,517.05,3109,768.8,810.05,20651.9,631.15
11/17/2023 15:30:00,2528.8,228.25,1584.55,439.25,529.95,3088.8,761.85,803.6,20579.2,626.25
11/20/2023 15:30:00,2506.45,220.38,1552.2,436.8,525.75,3074.85,775.8,801.35,20718.15,634.45
11/21/2023 15:30:00,2505.25,216.63,1559.75,436.25,526.6,3082.3,768.45,791.9,20821.3,632.55
11/22/2023 15:30:00,2521.9,216.38,1543.45,439.7,532.7,3045.65,775.55,793.1,21207.3,636.15
11/23/2023 15:30:00,2519.9,216.85,1545.85,440.35,530.9,3054.25,782.05,795.55,21036.25,629.35
11/24/2023 15:30:00,2515.2,219.6,1553.2,437.8,523.65,3050,782.35,837.7,21273.6,629.15
11/28/2023 15:30:00,2510.55,221.93,1566.05,435.25,525.15,3083.75,793.25,835.55,21663.9,637.65
11/29/2023 15:30:00,2525.05,219.18,1619.1,437.2,527,3109.2,801.1,825.5,21599.55,625.85
11/30/2023 15:30:00,2545.55,220.08,1647.75,435.8,538.65,3190.65,810.8,827.8,22083.55,629.25
12/1/2023 15:30:00,2563.65,220.3,1625.5,449.8,536.9,3313.55,819.6,878.65,21944.45,649.25
12/4/2023 15:30:00,2602.3,221.05,1656.85,454.05,536,3315.45,821.7,1013.1,21652.95,650.1
12/5/2023 15:30:00,2563.25,227.45,1686.05,451.75,536.6,3392.3,824.7,1017.95,21592.55,652.95
12/6/2023 15:30:00,2567.65,235.83,1702.4,463.25,539.5,3355.6,819.15,1039.65,21665.95,648.6
12/7/2023 15:30:00,2518.25,238.6,1692.65,458.1,533.55,3378.45,839.35,1022.95,21626.25,649.9
12/8/2023 15:30:00,2522.3,235.35,1668.55,449.15,530.5,3385.8,845.1,1031.9,21889.75,667.1
12/11/2023 15:30:00,2503.65,235.98,1652.2,452.45,540.65,3342.4,853.85,1041.95,21734.65,662.6
12/12/2023 15:30:00,2502.75,236.95,1635.4,453.1,540.05,3399.8,851.4,1063.5,21949.6,673.75
12/13/2023 15:30:00,2511.9,231.9,1666.15,455.65,539.8,3433.1,847.4,1074.7,22061.85,699.5
12/14/2023 15:30:00,2516.35,228.7,1703.55,460.1,538.05,3488,867.2,1078.55,21708.15,705.3
12/15/2023 15:30:00,2522.9,230.28,1724.95,458.2,535.2,3491.6,854.9,1094.3,21970.45,697.1
12/18/2023 15:30:00,2535.5,230.9,1710.8,451.65,540.45,3498.95,858.7,1074,21888.6,698.05
12/19/2023 15:30:00,2560.7,225.15,1699.35,456.1,547.85,3418.5,842.25,1012.15,21494.15,675.35
12/20/2023 15:30:00,2557.5,224.53,1646.95,451,531.25,3424.15,841.9,1018.95,21624.25,692.9
12/21/2023 15:30:00,2553.2,228.53,1633.85,451.45,526.9,3477.95,855.3,1027.5,21633.95,715.95
12/22/2023 15:30:00,2575.6,227.1,1634.25,455.2,522.85,3490.05,852.3,1028.75,21905.9,714.85
12/26/2023 15:30:00,2584.75,225.65,1662.25,456.45,529.45,3544,875.9,1024.4,22008.45,720.45
12/27/2023 15:30:00,2608.3,227.93,1687.95,457.1,534.1,3518.05,880.8,1016.95,22102.7,728.65
12/28/2023 15:30:00,2633.8,230.98,1734.45,464.1,546.05,3526,880.25,1024.35,22203.8,726.4
12/29/2023 15:30:00,2663.95,235.43,1729.4,462.1,548.5,3525.45,877.6,1047.85,22433.45,723.6
1/1/2024 15:30:00,2654.75,237.55,1703.3,468.05,542.25,3438.1,870.2,1078.4,22334.35,713.85
1/2/2024 15:30:00,2613.8,238.83,1656.2,470.35,547,3440.35,837.65,1094.25,22289.15,715.65
1/3/2024 15:30:00,2606.55,248.85,1655.25,477.25,543.55,3458.7,837.1,1123.2,22488.8,761.4
1/4/2024 15:30:00,2592.55,252.58,1641.7,476.4,553.75,3521.9,829.4,1154.25,22691.65,752.95
1/5/2024 15:30:00,2620.05,243.93,1642,473.95,546,3501.1,821.95,1168.85,22466.7,759.3
1/8/2024 15:30:00,2578.25,251.95,1616.15,465.5,523.75,3555.95,821.4,1197.1,22754.6,789.6
1/9/2024 15:30:00,2579.75,256.02,1629.9,464.55,530.7,3545.5,829.8,1214.35,22615.2,796.05
1/10/2024 15:30:00,2577.4,254.33,1632.8,463.3,531.3,3504.85,822.05,1202.95,23081.3,797.45
1/11/2024 15:30:00,2536.2,260.65,1628.65,462.65,530.1,3568.8,825.8,1207.1,23229.65,800.55
1/12/2024 15:30:00,2544,268.05,1624.45,466.7,532.9,3543.05,825.15,1203.1,23400.15,805.4
1/15/2024 15:30:00,2573.2,267.02,1635.55,467.6,529.95,3573.5,832.3,1193.35,23098.35,786.85
1/16/2024 15:30:00,2569.1,265.05,1620.35,472.3,531.55,3570.95,812.65,1166.85,22919.5,775.3
1/17/2024 15:30:00,2562.9,292.08,1597.7,466.6,527.7,3596,803.65,1154.05,22813.9,775.45
1/18/2024 15:30:00,2548,309.77,1617.25,465.5,524.5,3646,816.65,1152.45,23184.3,785.55
1/19/2024 15:30:00,2565.4,312.77,1655.55,471.5,530.25,3551,790.4,1137.1,22774.8,739.3
1/23/2024 15:30:00,2375.55,313.8,1595.2,459.3,520.95,3589.2,812.2,1120.6,22444.15,747.4
1/24/2024 15:30:00,2441.65,304.8,1628.1,463.6,529.65,3593.45,815.7,1146.3,22779.3,758.65
1/25/2024 15:30:00,2428.3,327.27,1635.5,455.65,525.1,3708,811.7,1196.65,23248.8,767.35
1/29/2024 15:30:00,2444.4,316.35,1640,449.8,516.6,3633.3,812,1187.35,23875.4,786.9
1/30/2024 15:30:00,2458.65,331.18,1620.35,438.05,523.15,3479.75,818.65,1207.65,23568.15,802.6
1/31/2024 15:30:00,2481.55,335.3,1651.55,441.55,527.85,3398,801.7,1218.85,23679.7,800.05
2/1/2024 15:30:00,2473.6,336.25,1651.15,442.9,536,3376.05,823.55,1261.45,23956.75,791.45
2/2/2024 15:30:00,2452.6,345.75,1660.75,440.1,529.5,3341.75,814.65,1258.55,24163.1,786.6
2/5/2024 15:30:00,2419.5,343.25,1703.55,438.05,523.2,3424.25,818.75,1273.1,24891.45,797.35
2/6/2024 15:30:00,2426.35,398.28,1727.65,431.4,520.8,3394.7,836.6,1255.65,25223.15,827.45
2/7/2024 15:30:00,2425.45,390.05,1721,431.8,524.9,3335.5,822.1,1245.2,25299.05,830.85
2/8/2024 15:30:00,2417.05,367.93,1685.9,414.55,522.4,3324.55,811.75,1271.5,25457.15,834.4
2/9/2024 15:30:00,2424.15,342.38,1646.4,415.5,520.65,3299.55,811.5,1249.35,25237.9,807.6
2/12/2024 15:30:00,2385.65,341.95,1660.45,406.85,525.2,3321.5,812.65,1264.8,26300.75,829.35
2/13/2024 15:30:00,2394,356.8,1646.75,406.75,525.15,3309,813.25,1267.85,27399.55,843.8
